"region","htitem_id","title","author","date","rights","OCLC"
"midwest","mdp.39015089250479","The prince and the pauper : a tale for young people of all ages. ","Twain Mark 1835-1910.","1881-00-00","1","5911724"
"west","mdp.39076002244254","Magical melons : more stories about Caddie Woodlawn / by Carol Ryrie Brink ; illustrated by Marguerite Davis ","Brink Carol Ryrie 1895-1981.","1944-00-00","2","299205"
"newengland","mdp.39076002266109","Nicholas: a Manhatton Christmas story; ","Moore Anne Carroll 1871-1961.","1924-00-00","2","509550"
"midwest","mdp.39076002272065","Jane's island / by Marjorie Hill Allee ; with illustrations by Maitland De Gogorza ","Allee Marjorie Hill 1890-1945.","1931-00-00","2","49560522"
"newengland","mdp.39076002287394","Cedric the forester / by Bernard Marshall ","Marshall Bernard Gay 1875-","1921-00-00","1","5369651"
"south","mdp.39076002449705","Ood-le-uk the wanderer / by Alice Alison Lide and Margaret Alison Johansen ; illustrated by Raymond Lufkin ","Lide Alice Alison 1890-1956.","1930-00-00","2","625330"
"northeast","mdp.39076002593304","The boy who was / stories told by Grace Taber Hallock ; pictures made by Harrie Wood ","Hallock Grace T. b. 1893.","1928-00-00","2","1898112"
"northeast","mdp.39076002619331","Garram the hunter : a boy of the hill tribes / by Herbert Best ; illustrated by Erick Berry ","Best Herbert 1894-","1930-00-00","2","8772566"
"northeast","mdp.39076002619505","Spice and the devil's cave / by Agnes Danforth Hewes ; decorated by Lynd Ward ","Hewes Agnes Danforth.","1930-00-00","1","654273"
"midwest","mdp.39076002630817","Swift rivers / by Cornelia Meigs ; with illustrations by Forrest W. Orr ","Meigs Cornelia 1884-1973.","1932-00-00","2","3601581"
"midwest","mdp.39076002893969","Little house on the prairie / by Laura Ingalls Wilder ; illustrated by Helen Sewell ","Wilder Laura Ingalls 1867-1957.","1935-00-00","2","5349501"
"midwest","mdp.49015000530817","Dr. Breen's practice a novel. ","Howells William Dean 1837-1920.","1881-00-00","1","3547320"
"midwest","mdp.49015000530924","The lady of the Aroostook / by W. D. Howells ","Howells William Dean 1837-1920.","1879-00-00","1","761119"
"midwest","mdp.49015000550633","Seventeen / Booth Tarkington ","Tarkington Booth 1869-1946.","1916-00-00","1","2067847"
"midwest","mdp.49015000668443","Baree : son of Kazan / by James Oliver Curwood ","Curwood James Oliver 1878-1927.","1917-00-00","1","1709632"
"west","mdp.49015000999095","Gentlemen prefer blondes; the illuminating diary of a professional lady by Anita Loos intimately illustrated by Ralph Barton. ","Loos Anita 1893-1981.","1925-00-00","2",""
"northeast","mdp.49015001010546","Portrait of Jennie / by Robert Nathan ","Nathan Robert 1894-","1940-00-00","2","289825"
"west","mdp.49015001017970","Three lives. ","Stein Gertrude 1874-1946.","1936-00-00","1","422352"
"northeast","mdp.49015001025403","The day of the locust with an introd. by Richard B. Gehman ","West Nathanael 1903-1940.","1939-00-00","2","20731383"
"northeast","mdp.49015001134163","The bride wore black / by Cornell Woolrich ","Woolrich Cornell 1903-1968.","1976-00-00","2","317504585"
"west","mdp.49015001330258","The red pony and other stories / John Steinbeck ","Steinbeck John 1902-1968.","1945-00-00","5","704467418"
"newengland","mdp.49015002694561","With her in Ourland : sequel to Herland / Charlotte Perkins Gilman ; edited by Mary Jo Deegan and Michael R. Hill ; with an introduction by Mary Jo Deegan ","Gilman Charlotte Perkins 1860-1935.","1997-00-00","2","36017242"
"midwest","miun.aad9725.0001.001","The storm and other stories : with The awakening / by Kate Chopin ; edited with an introd. by Per Seyersted ","Chopin Kate 1850-1904.","1974-00-00","2","317099610"
"northeast","miun.aan6033.0001.001","Joseph and his friend: a story of Pennsylvania. By Bayard Taylor ... ","Taylor Bayard 1825-1878.","1870-00-00","1","1345253"
"newengland","miun.aan6165.0001.001","Work: a story of experience. By Louisa M. Alcott ","Alcott Louisa May 1832-1888.","1873-00-00","1","13630139"
"northeast","miun.aan7754.0001.001","The deerslayer : or The first war-path. A tale / By J. Fenimore Cooper ","Cooper James Fenimore 1789-1851.","1854-00-00","1","702617014"
"northeast","miun.aax2249.0001.001","The North and South : or Slavery and its contrasts. A tale of real life / By the author of Way-marks in the life of a wanderer etc ","Rush Caroline E.","1852-00-00","1","3731745"
"newengland","miun.abb0914.0001.001","Liberia : or Mr. Peyton's experiments / Ed. by Mrs. Sarah J. Hale ","Hale Sarah Josepha Buell 1788-1879.","1853-00-00","1","5222416"
"northeast","miun.abf2812.0001.001","Uncle Tom's cabin contrasted with Buckingham hall the planter's home : or A fair view of both sides of the slavery question / By Robert Criswell ","Criswell Robert.","1852-00-00","1","5902437"
"midwest","miun.abr7717.0001.001","Show boat by Edna Ferber ","Ferber Edna 1887-1968.","1926-00-00","2","7135834"
"south","miun.abt6782.0001.001","Incidents in the life of a slave girl. Written by herself. Edited by L. Maria Child ","Jacobs Harriet A. 1813-1897.","1861-00-00","1","50847561"
"midwest","miun.abx8882.0001.001","Pike county ballads and other pieces. By John Hay ","Hay John.","1871-00-00","1","227385387"
"northeast","miun.acm5949.0001.001","Wieland; or The transformation together with Memoirs of Carwin the biloquist a fragment by Charles Brockden Brown; edited with an introduction by Fred Lewis Pattee ","Brown Charles Brockden 1771-1810.","1926-00-00","1","272254"
"northeast","miun.acr7613.0001.001","The Arabian nights murder. ","Carr John Dickson 1906-1977.","1936-00-00","2","43330747"
"midwest","miun.aea7901.0001.001","The poems of Alice and Phoebe Cary. ","Cary Alice 1820-1871.","1850-00-00","1","560137"
"midwest","miun.afw5183.0001.001","The end of the world. A love story. With thirty-two illustrations ","Eggleston Edward 1837-1902.","1872-00-00","1",""
"newengland","msu.31293105046761","Stover at Yale / by Owen Johnson ; with eight illustrations in black-and-white by Frederick R. Gruger ","Johnson Owen 1878-1952.","1912-00-00","1","7868400"
"newengland","nc01.ark:/13960/t08w4fr9b","Under the lilacs / by Louisa M. Alcott ... ","Alcott Louisa May 1832-1888.","1878-00-00","1","297018"
"newengland","nc01.ark:/13960/t09w1fx2c","Little men: life at Plumfield with Jo's boys. By Louisa M. Alcott ... ","Alcott Louisa May 1832-1888.","1871-00-00","1","634069"
"south","nc01.ark:/13960/t1mg8tc68","St. Elmo : a novel / by Augusta J. Evans ","Evans Augusta J. 1835-1909.","1867-00-00","1","1699587"
"midwest","nc01.ark:/13960/t3418369h","The awakening by Kate Chopin ","Chopin Kate 1850-1904.","1899-00-00","9","1420631"
"northeast","nc01.ark:/13960/t3613s25s","In the valley : a novel / by Harold Frederic ","Frederic Harold 1856-1898.","1891-00-00","9","5238089"
"newengland","nc01.ark:/13960/t3mw2v80v","Miss Ravenel's conversion from secession to loyalty. By J. W. De Forest ... ","De Forest John William 1826-1906.","1867-00-00","1","1634478"
"midwest","nc01.ark:/13960/t3st8380w","Through the wheat by Thomas Boyd ","Boyd Thomas 1898-1935.","1923-00-00","9","951438"
"newengland","nc01.ark:/13960/t4rj5jn27","Pollyanna / by Eleanor H. Porter ","Porter Eleanor H. 1868-1920.","1913-00-00","1","5203384"
"south","nc01.ark:/13960/t52f7r51r","Heart of the Blue Ridge / by Waldron Baily ; frontispiece by Douglas Duer ","Baily Waldron 1871-1953.","1915-00-00","1","5721476"
"south","nc01.ark:/13960/t5m919t6m","In Simpkinsville; character tales by Ruth McEnery Stuart. Illustrations by Smedley Carleton and McNair ","Stuart Ruth McEnery 1856-1917.","1897-00-00","1","1425818"
"newengland","nc01.ark:/13960/t6058k331","Ragged Dick or Street life in New York with the boot-blacks / by Horatio Alger Jr. ","Alger Horatio 1832-1899.","1868-00-00","1","8716828"
"midwest","nc01.ark:/13960/t8md02q6v","A girl of the Limberlost / by Gene Stratton-Porter ; illustrations by Wladyslaw T. Benda ","Stratton-Porter Gene 1863-1924.","1909-00-00","1","3947472"
"northeast","njp.32101013092984","The reef : a novel / by Edith Wharton ","Wharton Edith 1862-1937","1912-00-00","1","7025306"
"northeast","njp.32101017961010","The Red Rover : a tale / by the author of The pilot &amp;c. &amp;c. ","Cooper James Fenimore 1789-1851.","1829-00-00","1","7129250"
"northeast","njp.32101037603931","A marriage below zero : a novel / by Alan Dale ","Dale Alan 1861-1928.","1889-00-00","1","8936279"
"south","njp.32101042738177","A circuit rider's wife by Corra Harris; with illustrations by William H. Everett ","Harris Corra 1869-1935.","1910-00-00","1","1814894"
"newengland","njp.32101062530017","Cloud-pictures. 1. The exile of von Adelstein's soul. 2. Topankalon. 3. Herr Regenbogen's concert. 4. A great-organ prelude. By Francis H. Underwood... ","Underwood Francis Henry 1825-1894.","1872-00-00","1","1621257"
"newengland","njp.32101064071259","Charlotte Temple a tale of truth by Mrs. Rowson ... Two volumes in one ... ","Rowson Mrs. 1762-1824.","1824-00-00","1","10340009"
"newengland","njp.32101064071267","Lucy Temple: one of the three orphans.  A sequel to Charlotte Temple. By Susannah Rowson ","Rowson Mrs. Susanna Haswell 1762-1824.","1854-00-00","1","631220"
"newengland","njp.32101066123066","The great quest; a romance of 1826 wherein are recorded the experiences of Josiah Woods of Topham and of those others with whom he sailed for Cuba and the Gulf of Guinea. By Charles Boardman Hawes ... illustrated by George Varian ","Hawes Charles Boardman 1889-1923.","1921-00-00","1","977342"
"midwest","njp.32101066385319","Penrod by Booth Tarkington ","Tarkington Booth 1869-1946.","1914-00-00","1","42635499"
"midwest","njp.32101068150208","A double barrelled detective story / by Mark Twain ; illustrated by Lucius Hitchcock ","Twain Mark 1835-1910.","1902-00-00","1","777071404"
"south","njp.32101068175114","Anti fanaticism: a tale of the South. By Miss Martha Haines Butt ","Butt Martha Haines b. 1834.","1853-00-00","1","2038091"
"northeast","njp.32101068596566","The oak openings; or The bee-hunter ... ","Cooper James Fenimore 1789-1851.","1848-00-00","1","43325104"
"northeast","njp.32101076477320","The wide wide world by Elizabeth Wetherell [pseud.] ","Warner Susan 1819-1885.","1851-00-00","1","42635564"
"south","nyp.33433071394625","In ole Virginia; or Marse Chan and other stories by Thomas Nelson Page ","Page Thomas Nelson 1853-1922.","1887-00-00","1","3190619"
"northeast","nyp.33433074800867","The pursuit of the house-boat; being some further account of the divers doings of the associated shades under the leadership of Sherlock Holmes esq.; by John Kendrick Bangs illustrated by Peter Newell ","Bangs John Kendrick 1862-1922.","1897-00-00","1","832823"
"midwest","nyp.33433074811088","Clovernook; or Recollections of our neighborhood in the West. ","Cary Alice 1820-1871.","1852-00-00","1","4682422"
"newengland","nyp.33433074812219","Mr. Crewe's career by Winston Churchill... with illustrations by Arthur I. Keller ","Churchill Winston 1871-1947.","1908-00-00","9","3896404"
"newengland","nyp.33433074826284","Reveries of a bachelor; or A book of the heart. By Ik. Marvel [pseud.] ","Mitchell Donald Grant 1822-1908.","1850-00-00","1","11904678"
"midwest","nyp.33433074842422","A horse's tale / by Mark Twain ; illustrated by Lucius Hitchcock ","Twain Mark 1835-1910.","1906-00-00","1","272628"
"midwest","nyp.33433074851886","The Titan / by Theodore Dreiser ","Dreiser Theodore 1871-1945.","1914-00-00","9",""
"northeast","nyp.33433074942743","Mercedes of Castile: or The voyage to Cathay. ","Cooper James Fenimore 1789-1851.","1840-00-00","1","1544718"
"south","nyp.33433074944343","Ellen; or The fanatic's daughter. By Mrs. V. G. Cowdin ","Cowdin V. G. Mrs.","1860-00-00","1","10471955"
"midwest","nyp.33433074972435","Babbitt / by Sinclair Lewis ","Lewis Sinclair 1885-1951.","1922-00-00","1","11111004"
"south","nyp.33433075912992","Life at the South: or ""Uncle Tom's cabin"" as it is. Being narratives scenes and incidents in the real ""Life of the lowly."" By W. L. G. Smith ","Smith W. L. G. 1814-1878.","1852-00-00","1",""
"northeast","nyp.33433076022593","Daughters of destiny by Schuyler Staunton; illustrated with color reproductions of paintings by Thomas Mitchell Peirce and Harold DeLay ","Baum L. Frank 1856-1919.","1906-00-00","1","6578517"
"south","nyp.33433076023476","Adventures of Captain Simon Suggs : late of the Tallapoosa volunteers : together with ""Taking the census"" and other Alabama sketches / by the author of ""Widow Rugby's husband"" ; with a portrait of Simon Suggs from life and ten original illustrations by Darley ","Hooper Johnson Jones 1815-1862.","1846-00-00","1","3793450"
"northeast","nyp.33433076025463","Old Fort Duquesne: or Captain Jack the scout. An historical novel with copious notes. By Charles McKnight ","McKnight Charles 1826-1881.","1873-00-00","1","1335923"
"south","nyp.33433076040009","The Yemassee. A romance of Carolina. By the author of ""Guy Rivers"" ""Martin Faber"" &amp;c. ... In two volumes. ... v. 1-2","Simms William Gilmore 1806-1870.","1835-00-00","1","12354503"
"northeast","nyp.33433076053762","The case of Jennie Brice / by Mary Roberts Rinehart ... ; illustrated by M. Leone Bracker ","Rinehart Mary Roberts 1876-1958.","1913-00-00","1","3656581"
"northeast","nyp.33433076069966","The last Egyptian; a romance of the Nile. Illus. by Francis P. Wightman ","Baum L. Frank 1856-1919.","1908-00-00","1","5858659"
"northeast","nyp.33433076070162","The social war of the year 1900 ; or The conspirators and lovers / By S. M. Landis ","Landis Simon M.","1872-00-00","1","33099080"
"northeast","nyp.33433076072911","The wide wide world. By Elizabeth Wetherell [pseud.] ... ","Warner Susan 1819-1885.","1852-00-00","1","37148042"
"newengland","nyp.33433076086440","Uncle Tom's cabin; or Life among the lowly. By Harriet Beecher Stowe v. 1","Stowe Harriet Beecher 1811-1896.","1852-00-00","1",""
"newengland","nyp.33433076087844","The Blithedale romance by Nathaniel Hawthorne ","Hawthorne Nathaniel 1804-1864.","1852-00-00","1","274739"
"south","nyp.33433078767757","The merry adventures of Robin Hood of great renown in Nottinghamshire / written and illustrated by Howard Pyle ","Pyle Howard 1853-1911.","1883-00-00","1","34202475"
"northeast","nyp.33433082003124","The Wing-and-wing or Le Feu-follet : a tale. ","Cooper James Fenimore 1789-1851.","1851-00-00","1","27163389"
"northeast","nyp.33433082003140","The water witch; or The skimmer of the seas. A tale. ","Cooper James Fenimore 1789-1851.","1835-00-00","1","37132210"
"south","nyp.33433082175997","Leah Mordecai. A novel. By Mrs. Belle Kendrick Abbott ","Abbott Belle Kendrick.","1875-00-00","1","5869151"
"newengland","nyp.33433082271440","What Katy did next ... ","Woolsey Sarah Chauncey 1835-1905.","1889-00-00","1","37109593"
"newengland","nyp.33433082523873","An old-fashioned girl. By Louisa M. Alcott ","Alcott Louisa May 1832-1888.","1870-00-00","1","639586"
"newengland","nyp.33433082529797","Jack and Jill : a village story / by Louisa M. Alcott ","Alcott Louisa May 1832-1888.","1887-00-00","1","3654064"
"northeast","nyp.33433111627042","The chainbearer or The Littlepage manuscripts / edited by the author of ""Satanstoe"" ""Spy"" ""Pathfinder"" ""Two admirals"" etc ---","Cooper James Fenimore 1789-1851.","1845-00-00","1","10085099"
"newengland","nyp.33433112012137","Hope Leslie or Early times in the Massachusetts. By the author of Redwood ... ---","Sedgwick Catharine Maria 1789-1867.","1827-00-00","1","7549469"
"northeast","osu.32435000222471","A Damsel in distress / by Pelham Grenville Wodehouse ","Wodehouse P. G. 1881-1975.","1919-00-00","9","1506562"
"northeast","osu.32435000609172","Billy Budd. ","Melville Herman 1819-1891.","1962-00-00","2","26224549"
"south","osu.32435003489994","The one woman a story of modern Utopia by Thomas Dixon jr.; illustrated by B. West Clinedinst ","Dixon Thomas 1864-1946.","1903-00-00","1","39708064"
"midwest","osu.32435009443342","A modern instance a novel by William D. Howells ","Howells William Dean 1837-1920.","1881-00-00","9","1020862"
"northeast","osu.32435010388452","A little girl in old Pittsburg by Amanda M. Douglas ","Douglas Amanda M. 1831-1916.","1909-00-00","1","22621447"
"northeast","osu.32435017627522","The monster / by Stephen Crane ","Crane Stephen 1871-1900.","1898-00-00","9","11600152"
"northeast","osu.32435017663675","Tik-Tok of Oz by L. Frank Baum ... illustrated by John R. Neill ","Baum L. Frank 1856-1919.","1914-00-00","1","3787815"
"newengland","osu.32435017664061","Looking backward 2000-1887 by Edward Bellamy ... ","Bellamy Edward 1850-1898.","1888-00-00","1","5934716"
"midwest","osu.32435017676149","Tom Sawyer abroad : Tom Sawyer detective and other stories etc. etc. / by Mark Twain ","Twain Mark 1835-1910.","1896-00-00","1","293569"
"northeast","osu.32435017875469","George's mother. ","Crane Stephen 1871-1900.","1896-00-00","1","2004399"
"newengland","osu.32435017888835","The house of the seven gables : a romance / by Nathaniel Hawthorne ","Hawthorne Nathaniel 1804-1864.","1861-00-00","1","28173891"
"northeast","osu.32435018030411","Ethan Frome / by Edith Wharton ","Wharton Edith 1862-1937.","1911-00-00","9","5378623"
"newengland","osu.32435018054957","Contending forces : a romance illustrative of Negro life north and south / by Pauline E. Hopkins ; with illustrations and cover design by R. Emmett Owen ","Hopkins Pauline E.","1900-00-00","1","2843388"
"northeast","osu.32435018112219","The sea lions; or The lost sealers. ","Cooper James Fenimore 1789-1851.","1849-00-00","1","1319785"
"northeast","osu.32435018120113","The wonderful wizard of Oz by L. Frank Baum with pictures by W.W. Denslow ","Baum L. Frank 1856-1919.","1900-00-00","9","4051769"
"midwest","osu.32435018214593","A Connecticut Yankee in King Arthur's court / by Mark Twain ","Twain Mark 1835-1910.","1891-00-00","9","1072802"
"northeast","osu.32435018269597","Kelroy a novel by a lady of Pennsylvania ","Rush Rebecca 1779-","1812-00-00","1","9114835"
"newengland","osu.32435018318394","The story of a bad boy / Thomas Bailey Aldrich ; with illustrations ","Aldrich Thomas Bailey 1836-1907.","1869-00-00","1","31479864"
"northeast","osu.32435018383836","The flying girl / by Edith Van Dyne ... ; illustrated by Joseph Pierre Nuyttens ","Baum L. Frank 1856-1919.","1911-00-00","1","12060824"
"newengland","osu.32435018461947","Our Nig : or Sketches from the life of a free black in a two-story white house North showing that slavery's shadows fall even there / by ""Our Nig"" [i.e. Mrs. H. E. Wilson] ","Wilson Harriet E. 1825-1900.","1859-00-00","1","2589331"
"northeast","osu.32435018481507","The metal monster / by A. Merritt ","Merritt Abraham 1884-1943.","1946-00-00","2","7906496"
"northeast","osu.32435020510137","The wilderness; or Braddock's times. A tale of the West . V2","M'Henry James 1785-1845.","1823-00-00","1","16718028"
"northeast","osu.32435030464960","Wyandotte or The hutted knoll. A tale. V1-2","Cooper James Fenimore 1789-1851.","1843-00-00","1","1538161"
"northeast","osu.32435052941069","The two admirals : a tale / by the author of ""The pilot"" ""Red rover"" [etc.] ","Cooper James Fenimore 1789-1851.","1843-00-00","1","11779795"
"northeast","osu.32435055406987","The unicorn murders / Carter Dickson ","Carr John Dickson 1906-1977.","1935-00-00","2","36902072"
"midwest","osu.32435055410880","Scarface / by Armitage Trail ","Trail Armitage.","1959-00-00","2","8911570"
"midwest","osu.32435058049453","The smoky god or A voyage to the inner world / by Willis George Emerson ... ; with illustrations by John A. Williams ","Emerson Willis George 1856-1918.","1908-00-00","1","11452004"
"newengland","osu.32435058052432","Just David / by Eleanor H. Porter ; with illustrations by Helen Mason Grose ","Porter Eleanor H. 1868-1920.","1916-00-00","1","2302069"
"northeast","osu.32435071112965","The emerald city of Oz by L. Frank Baum. Illustrated by John R. Neill ","Baum L. Frank 1856-1919.","1910-00-00","1","812495"
"west","osu.32435074063660","The abysmal brute / by Jack London ","London Jack 1876-1916.","1913-00-00","1","13111091"
"newengland","osu.32435076151422","The brick moon and other stories by Edward Everett Hale ","Hale Edward Everett 1822-1909.","1899-00-00","1","6119195"
"northeast","osu.32435076152289","White-jacket; or The world in the man-of-war. ","Melville Herman 1819-1891.","1860-00-00","1","41245275"
"northeast","osu.32435076156611","Lionel Lincoln; or The leaguer of Boston. By the author of the ""Spy"" ""Pilot"" ""Pioneers"" etc. etc. etc ","Cooper James Fenimore 1789-1851.","1825-00-00","1","11742836"
"northeast","osu.32435076156801","The spy : a tale of the neutral ground / by Mr. Cooper ","Cooper James Fenimore 1789-1851.","1831-00-00","1","35178848"
"northeast","osu.32435076158518","The prairie; a tale ... By J. F. Cooper ","Cooper James Fenimore 1789-1851.","1834-00-00","1","3496552"
"northeast","osu.32435076158567","Precaution : a novel / by the Author of the ""Spy"" ""Red Rover"" &amp;c. &amp;c. ","Cooper James Fenimore 1789-1851.","1839-00-00","1","13534729"
"south","osu.32435078466430","The partisan leader : a tale of the future / by Edward William Sidney . ","Tucker Beverley 1784-1851.","1856-00-00","1","42964402"
"northeast","osu.32435080580780","This side of paradise / F. Scott Fitzgerald ","Fitzgerald F. Scott 1896-1940.","1920-00-00","1","3574514"
"northeast","osu.32435082247339","The Quaker City or The monks of Monk-Hall : a romance of Philadelphia life mystery and crime / by George Lippard.. ","Lippard George 1822-1854.","1845-00-00","1","3675216"
"west","pst.000000276474","The star rover. ","London Jack 1876-1916.","1915-00-00","9","5087921"
"newengland","pst.000002020952","The man who rocked the earth / by Arthur Train and Robert Williams Wood; frontispiece ","Train Arthur Cheney 1875-1945.","1915-00-00","9","2081412"
"west","pst.000002037578","The call of the wild / by Jack London ","London Jack 1876-1916.","1903-00-00","9","166544183"
"newengland","pst.000004752981","Pollyanna grows up / by Eleanor H. Porter ","Porter Eleanor H. 1868-1920.","1915-00-00","9","11655727"
"west","pst.000005346271","Green fire : the story of the terrible days in the summer of 1990 / Now told in full for the first time by John Taine [pseud.]. ","Bell Eric Temple 1883-1960.","1928-00-00","2","2019311"
"northeast","pst.000005981762","Summer. ","Wharton Edith 1862-1937.","1917-00-00","9","316878132"
"northeast","pst.000006062620","Adirondack stories / By P. Deming ","Deming P. 1829-1915.","1880-00-00","9","1011329"
"midwest","pst.000006086329","Indian summer. ","Howells William Dean 1837-1920.","1886-00-00","9","11547179"
"northeast","pst.000006155315","Parnassus on wheels / by Christopher Morley ","Morley Christopher 1890-1957.","1917-00-00","9","5973978"
"northeast","pst.000006168827","The Leavenworth case : a lawyer's story / Illus.: G.W. Peters ","Green Anna Katharine 1846-1935.","1878-00-00","1","790657"
"west","pst.000006590123","Baby island / by Carol Ryrie Brink ; illustrated by Moneta Barnett ","Brink Carol Ryrie 1895-1981","1937-00-00","2","14030664"
"northeast","pst.000007312977","We the living. ","Rand Ayn.","1959-00-00","2","544043"
"northeast","pst.000023911543","The singing tree / written and illustrated by Kate Seredy ","Seredy Kate.","1990-00-00","2","21520465"
"newengland","pst.000025153446","Captain January / by Laura E. Richards ","Richards Laura Elizabeth (Howe) Mrs. 1850-","1892-00-00","9","7647176"
"northeast","pst.000027670699","When worlds collide / by Edwin Balmer and Philip Wylie ","Balmer Edwin 1883-1959.","1933-00-00","2","907340"
"west","pst.000028009924","Isidro. ","Austin Mary Hunter 1868-1934.","1904-00-00","1","68567"
"south","pst.000029583720","A house divided / by Pearl S. Buck ","Buck Pearl S. 1892-1973.","1935-00-00","2","7861469"
"midwest","pst.000033233437","Young pioneers. ","Lane Rose Wilder 1886-1968.","1933-00-00","2","2060526"
"west","pst.000044244729","Waterless mountain / by Laura Adams Armer ; illustrated by Sidney Armer and Laura Adams Armer ","Armer Laura Adams 1874-1963.","1931-00-00","2","8585173"
"northeast","pst.000061263208","The codfish musket / by Agnes Danforth Hewes ; illustrated by Armstrong Sperry H495cod 1947","Hewes Agnes Danforth.","1936-00-00","2","11445907"
"northeast","pst.000068149192","Lest darkness fall / L. Sprague de Camp ","De Camp L. Sprague 1907-2000.","1974-00-00","2","5420531"
"newengland","uc1.$b102234","The late George Apley; a novel in the form of a memoir by John P. Marquand ","Marquand John P. 1893-1960.","1937-00-00","2","289163"
"midwest","uc1.$b104352","American beauty by Edna Ferber; woodcut decorations by Rudolph Ruzicka ","Ferber Edna 1887-1968.","1931-00-00","2","284232"
"northeast","uc1.$b104419","Purple pirate by Talbot Mundy ","Mundy Talbot 1879-1940.","1935-00-00","2","581460"
"midwest","uc1.$b105472","State fair / by Phil Stong ","Stong Phil 1899-1957.","1932-00-00","2","3422490"
"south","uc1.$b105709","River of earth [by] James Still ","Still James 1906-2001.","1940-00-00","5","1807152"
"midwest","uc1.$b105944","The magnificent Ambersons. ","Tarkington Booth 1869-1946.","1918-00-00","1","14145073"
"midwest","uc1.$b106069","Free land. ","Lane Rose Wilder 1886-1968.","1938-00-00","2","1193588"
"south","uc1.$b155176","Fighting angel; portrait of a soul by Pearl S. Buck ... ","Buck Pearl S. 1892-1973.","1936-00-00","2","385747"
"newengland","uc1.$b242669","Mr. Moto is so sorry / John P. Marquand ","Marquand John P. 1893-1960.","1938-00-00","2","1741053"
"south","uc1.$b243102","Mamba's daughters / by  Du Bose Heyward ","Heyward DuBose 1885-1940.","1929-00-00","2","852026"
"midwest","uc1.$b243329","Now in November by Josephine Johnson ","Johnson Josephine Winslow 1910-","1934-00-00","5","3303857"
"northeast","uc1.$b243659","Thunder on the left / by Christopher Morley ","Morley Christopher 1890-1957.","1925-00-00","5","290041"
"midwest","uc1.$b244247","Personality plus; some experiences of Emma McChesney and her son Jock by Edna Ferber ... with fifteen illustrations by James Montgomery Flagg ","Ferber Edna 1887-1968.","1914-00-00","1","988281"
"midwest","uc1.$b245296","Headed for a hearse [by] Jonathan Latimer ... ","Latimer Jonathan 1906-1983.","1935-00-00","2","1814184"
"midwest","uc1.$b254301","The Jumping-off place by Marian Hurd McNeely illustrated by William Siegel ","McNeely Marian Hurd 1877-1930.","1934-00-00","5","28480867"
"newengland","uc1.$b282572","By oak and thorn ; a record of English days: by Alice Brown ","Brown Alice 1857-1948.","1896-00-00","1","4031604"
"midwest","uc1.$b299557","Spring came on forever by Bess Streeter Aldrich ","Aldrich Bess Streeter 1881-1954.","1935-00-00","2","7004866"
"northeast","uc1.$b299559","Locos; a comedy of gestures by Felipe Alfau ","Alfau Felipe 1902-1999.","1936-00-00","2","3234973"
"south","uc1.$b299742","The high place : a comedy of disenchantment / by James Branch Cabell ","Cabell James Branch 1879-1958.","1923-00-00","9","2735298"
"northeast","uc1.$b299785","An Anglo-American alliance; a serio-comic romance and forecast of the future by Gregory Casparian; illustrated and published by the author ","Casparian Gregory.","1906-00-00","1","9165651"
"newengland","uc1.$b299806","Dawn in Lyonesse by Mary Ellen Chase ","Chase Mary Ellen 1887-1973.","1938-00-00","2","942633"
"midwest","uc1.$b299922","The Plains of Abraham by James Oliver Curwood ","Curwood James Oliver 1878-1927.","1928-00-00","2","1594823"
"northeast","uc1.$b300198","Babouk by Guy Endore ","Endore S. Guy 1901-1970.","1934-00-00","2","2236286"
"south","uc1.$b312460","The wind / by Dorothy Scarborough ","Scarborough Dorothy 1878-1935.","1925-00-00","2","5663938"
"midwest","uc1.$b312538","Daughter of earth by Agnes Smedley; with a foreword by Malcolm Cowley ","Smedley Agnes 1892-1950.","1935-00-00","1","1688955"
"midwest","uc1.$b322872","Early autumn; a story of a lady by Louis Bromfield ... ","Bromfield Louis 1896-1956.","1926-00-00","2","279937"
"south","uc1.$b323517","Domnei : a comedy of woman-worship / by James Branch Cabell ; with an introd. by Joseph Hergesheimer ","Cabell James Branch 1879-1958.","1920-00-00","1","6501460"
"northeast","uc1.$b399390","The ship of Ishtar / by A. Merritt; illustrated be Virgil Finlay ","Merritt Abraham 1882-1943.","0000-00-00","5","213777617"
"northeast","uc1.$b401291","Appointment in Samarra BUtterfield 8 Hope of Heaven / John O'Hara ","O'Hara John 1905-1970.","1934-00-00","5","1317093"
"midwest","uc1.$b56170","The president vanishes / Anonymous ; illustrated ","Stout Rex 1886-1975.","1934-00-00","2","2785482"
"south","uc1.$b56330","Hamlet had an uncle; a comedy of honor by Branch Cabell ... decorated by Charles Child ","Cabell James Branch 1879-1958.","1940-00-00","2","1082569"
"south","uc1.$b56333","Smirt : an urbane nightmare / by Branch Cabell ","Cabell James Branch 1879-1958.","1934-00-00","2","280644"
"northeast","uc1.$b56915","The grand Gennaro; a novel Garibaldi M. Lapolla ... ","Lapolla Garibaldi M. 1888-1954.","1935-00-00","2","3985311"
"south","uc1.$b57065","Lamb in his bosom by Caroline Miller ","Miller Caroline Pafford 1903-","1933-00-00","2","169502"
"northeast","uc1.$b63709","Call it sleep / by Henry Roth ","Roth Henry.","1935-00-00","2","7621440"
